index,status,reviewLevel,title,slug,sku,reasons,officialSourceUrl
62,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,Holder for Activated Charcoal Absorption Filter,holder-for-activated-charcoal-absorption-filter,SOMNO-2001H,summary_is_other_product:anti-spill-device-for-funnel-filled-vaporizers | no_structured_sections | low_resolution_assets:4 | legacy_image_url_arrays_present | content_starts_with_other_products:activated-charcoal-absorption-filters-1|anti-spill-device-for-funnel-filled-vaporizers|low-cost-chambers-for-somnosuite,https://www.kentscientific.com/products/holder-for-activated-charcoal-absorption-filter/
63,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,HTP-1500 Heat Therapy Pump,htp-1500-heat-therapy-pump,HTP-1500,summary_is_other_product:far-infrared-warming-pads-with-controller | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:far-infrared-warming-pad|far-infrared-warming-pads-with-controller|righttemp|righttemp-jr,https://www.kentscientific.com/products/htp-1500-heat-therapy-pump/
64,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,Humaneway™ Blood Collection Needles,humaneway-blood-collection-needles,BLD-HW-BS,summary_is_other_product:humaneway-rodent-restraint | no_structured_sections | low_resolution_assets:2 | legacy_image_url_arrays_present | content_starts_with_other_products:humaneway-rodent-restraint,https://www.kentscientific.com/products/humaneway-blood-collection-needles/
65,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,Humaneway™ Injection and Blood Collection Needles,humaneway-winged-infusion-sets,INF-HW-BI,summary_is_other_product:humaneway-rodent-restraint | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:humaneway-rodent-restraint|microvette-100-capillary-blood-collection-with-round-bottom-inner-tube-edta,https://www.kentscientific.com/products/humaneway-winged-infusion-sets/
66,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,Humaneway™ Rodent Restraint Device,humaneway-rodent-restraint,RSTR-HW-MR1,summary_is_other_product:humaneway-blood-collection-needles | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:humaneway-blood-collection-needles|humaneway-winged-infusion-sets,https://www.kentscientific.com/products/humaneway-rodent-restraint/
67,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,Humaneway™ Tail Vein Simulator,tail-vein-simulator,TAIL-HW-MSBK,summary_is_other_product:humaneway-winged-infusion-sets | price_or_commerce_contamination | no_structured_sections | low_resolution_assets:2 | legacy_image_url_arrays_present | content_starts_with_other_products:humaneway-winged-infusion-sets,https://www.kentscientific.com/products/tail-vein-simulator/
68,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,Instrument Micro Bead Sterilizer,instrument-micro-bead-sterilizer,INS700860,summary_is_other_product:hartman-mosquito-hemostatic-forceps-curved | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:hartman-mosquito-hemostatic-forceps-curved|iris-dressing-forceps,https://www.kentscientific.com/products/instrument-micro-bead-sterilizer/
69,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,Intubation Stands,intubation-stands,ETI-MSE-01,price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present,https://www.kentscientific.com/products/intubation-stands/
70,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,Iris Dressing Forceps,iris-dressing-forceps,INS650915-4,summary_is_other_product:instrument-micro-bead-sterilizer | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:instrument-micro-bead-sterilizer|iris-scissors-straight-11-cm-long,https://www.kentscientific.com/products/iris-dressing-forceps/
71,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,Iris Scissors Straight 11 cm Long,iris-scissors-straight-11-cm-long,INS750216-2,summary_is_other_product:iris-dressing-forceps | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:iris-dressing-forceps|led-lighting-kit,https://www.kentscientific.com/products/iris-scissors-straight-11-cm-long/
72,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,La Pias Ear Tag Applicator,la-pias-ear-tag-applicator,LPTAG-APP,summary_is_other_product:bluetooth-low-energy-handheld-reader | price_or_commerce_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:bluetooth-low-energy-handheld-reader|ear-tag-applicator-with-spring-1|la-pias-mouse-ear-tags,https://www.kentscientific.com/products/la-pias-ear-tag-applicator/
73,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,La Pias Ear Tags Extra Backs,la-pias-ear-tags-extra-backs,LPTAG-BACKS,summary_is_other_product:ear-tag-applicator-with-spring-1 | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:ear-tag-applicator-with-spring-1,https://www.kentscientific.com/products/la-pias-ear-tags-extra-backs/
74,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,La Pias Mouse Ear Tags,la-pias-mouse-ear-tags,N/A,summary_is_other_product:la-pias-ear-tag-applicator | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:ear-tag-applicator-with-spring-1|la-pias-ear-tag-applicator|la-pias-rat-ear-tags,https://www.kentscientific.com/products/la-pias-mouse-ear-tags/
75,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,La Pias Rat Ear Tags,la-pias-rat-ear-tags,RLPTAG-BLACK-1-100,summary_is_other_product:la-pias-mouse-ear-tags | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:la-pias-mouse-ear-tags|laser-etched-ear-tags-one-sided,https://www.kentscientific.com/products/la-pias-rat-ear-tags/
76,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,Large Animal Sensors,large-animal-sensors,MSTAT-SENSOR-LG,price_or_commerce_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:mousestat-jr|physiosuite|somnosuite,https://www.kentscientific.com/products/large-animal-sensors/
77,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,"Laser Etched Ear Tags, One Sided",laser-etched-ear-tags-one-sided,TAGL1-500,summary_is_other_product:la-pias-rat-ear-tags | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:5 | legacy_image_url_arrays_present | content_starts_with_other_products:la-pias-rat-ear-tags|laser-etched-ear-tags-two-sided,https://www.kentscientific.com/products/laser-etched-ear-tags-one-sided/
78,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,"Laser Etched Ear Tags, Two Sided",laser-etched-ear-tags-two-sided,TAGLD1-500,summary_is_other_product:laser-etched-ear-tags-one-sided | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:5 | legacy_image_url_arrays_present | content_starts_with_other_products:laser-etched-ear-tags-one-sided|micro-transponder-with-lancet-for-direct-implantation,https://www.kentscientific.com/products/laser-etched-ear-tags-two-sided/
79,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,LED Lighting and Magnification Kit,led-lighting-kit,SURGI-5003,supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present,https://www.kentscientific.com/products/led-lighting-kit/
80,NEEDS_FIX,DIRECT_OFFICIAL_DETAIL_REVIEW,Low Cost Chambers,low-cost-chambers-for-somnosuite,SOMNO-0705,price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:2 | legacy_image_url_arrays_present | content_starts_with_other_products:somnoflo|somnosuite,https://www.kentscientific.com/products/low-cost-chambers-for-somnosuite/
81,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Low Cost Chambers for Traditional Vaporizers,low-cost-chambers-for-traditional-vaporizers,VETFLO-0705,summary_is_other_product:low-cost-chambers-for-somnosuite | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:2 | legacy_image_url_arrays_present | content_starts_with_other_products:low-cost-chambers-for-somnosuite|low-profile-anesthesia-masks-for-somnosuite,https://www.kentscientific.com/products/low-cost-chambers-for-traditional-vaporizers/
82,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Low Profile Anesthesia Masks for Traditional Vaporizers,low-profile-anesthesia-masks-for-traditional-vaporizers,VETFLO-0801,summary_is_other_product:low-profile-anesthesia-masks-for-somnosuite | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:5 | legacy_image_url_arrays_present | content_starts_with_other_products:low-profile-anesthesia-masks-for-somnosuite|oxygen-concentrator,https://www.kentscientific.com/products/low-profile-anesthesia-masks-for-traditional-vaporizers/
83,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Low-Profile Anesthesia Masks,low-profile-anesthesia-masks-for-somnosuite,SOMNO-0801,price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:5 | legacy_image_url_arrays_present | content_starts_with_other_products:somnoflo|somnosuite,https://www.kentscientific.com/products/low-profile-anesthesia-masks-for-somnosuite/
84,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Lung Instillation Nebulizer Delivery System,lung-instillation-nebulizer-delivery-system,NEB-1200,summary_is_other_product:chamber-nebulizer-delivery-system | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:chamber-nebulizer-delivery-system|nebulizer-adapter-kit,https://www.kentscientific.com/products/lung-instillation-nebulizer-delivery-system/
85,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Magnetic Fixators with Spring Locks,magnetic-fixators-with-spring-locks,SURGI-5010-2,price_or_commerce_contamination | no_structured_sections | low_resolution_assets:5 | legacy_image_url_arrays_present,https://www.kentscientific.com/products/magnetic-fixators-with-spring-locks/
86,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Magnetic Positioners and Stabilizers,magnetic-positioners-and-stabilizers,SURGI-5030-2,summary_is_other_product:magnetic-fixators-with-spring-locks | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:magnetic-fixators-with-spring-locks|mayo-operating-scissors-straight,https://www.kentscientific.com/products/magnetic-positioners-and-stabilizers/
87,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Mayo Operating Scissors Straight,mayo-operating-scissors-straight,INS700540,summary_is_other_product:magnetic-positioners-and-stabilizers | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:magnetic-positioners-and-stabilizers|mcpherson-vannas-micro-scissors-7-cm-long,https://www.kentscientific.com/products/mayo-operating-scissors-straight/
88,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,McPherson Vannas Micro Scissors 7 cm Long,mcpherson-vannas-micro-scissors-7-cm-long,INS600177,summary_is_other_product:mayo-operating-scissors-straight | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:mayo-operating-scissors-straight|mcpherson-vannas-micro-scissors-8-cm-long,https://www.kentscientific.com/products/mcpherson-vannas-micro-scissors-7-cm-long/
89,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,McPherson Vannas Micro Scissors 8 cm Long,mcpherson-vannas-micro-scissors-8-cm-long,INS600124,summary_is_other_product:mcpherson-vannas-micro-scissors-7-cm-long | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:mcpherson-vannas-micro-scissors-7-cm-long|micro-bulldog-clamp,https://www.kentscientific.com/products/mcpherson-vannas-micro-scissors-8-cm-long/
90,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Micro Bulldog Clamp,micro-bulldog-clamp,INS600119-2,summary_is_other_product:mcpherson-vannas-micro-scissors-8-cm-long | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:mcpherson-vannas-micro-scissors-8-cm-long|micro-dissecting-forceps-serrated-straight,https://www.kentscientific.com/products/micro-bulldog-clamp/
91,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Micro Dissecting Forceps Serrated Straight,micro-dissecting-forceps-serrated-straight,INS700100-2,summary_is_other_product:micro-bulldog-clamp | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:micro-bulldog-clamp|mouse-and-rat-vessel-cannulation-kit,https://www.kentscientific.com/products/micro-dissecting-forceps-serrated-straight/
92,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Micro Transponder with Lancet for Direct Implantation,micro-transponder-with-lancet-for-direct-implantation,ID-100C-25,summary_is_other_product:laser-etched-ear-tags-two-sided | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:5 | legacy_image_url_arrays_present | content_starts_with_other_products:laser-etched-ear-tags-two-sided|mid-range-reader-usb,https://www.kentscientific.com/products/micro-transponder-with-lancet-for-direct-implantation/
93,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Microvette® 100 Blood Collection Tubes,microvette-100-capillary-blood-collection-with-round-bottom-inner-tube-edta,MCVT100-EDTA,summary_is_other_product:humaneway-winged-infusion-sets | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:humaneway-winged-infusion-sets|microvette-cb-300-blood-collection-system,https://www.kentscientific.com/products/microvette-100-capillary-blood-collection-with-round-bottom-inner-tube-edta/
94,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Microvette® 200 Blood Collection Tubes,microvette-200-capillary-blood-collection-with-round-bottom-inner-tube-edta,MCVT200-EDTA,summary_is_other_product:stainless-steel-brain-matrices | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:2 | legacy_image_url_arrays_present | content_starts_with_other_products:stainless-steel-brain-matrices,https://www.kentscientific.com/products/microvette-200-capillary-blood-collection-with-round-bottom-inner-tube-edta/
95,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Microvette® CB 300 Blood Collection Tubes,microvette-cb-300-blood-collection-system,KMIC-EDTA,summary_is_other_product:microvette-100-capillary-blood-collection-with-round-bottom-inner-tube-edta | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:microvette-100-capillary-blood-collection-with-round-bottom-inner-tube-edta|microvette-prepared-micro-tubes-with-screw-cap-closure-edta,https://www.kentscientific.com/products/microvette-cb-300-blood-collection-system/
96,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Microvette® Prepared Micro Tubes,microvette-prepared-micro-tubes-with-screw-cap-closure-edta,MTSC-EDTA,summary_is_other_product:microvette-cb-300-blood-collection-system | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:microvette-cb-300-blood-collection-system|stainless-steel-brain-matrices,https://www.kentscientific.com/products/microvette-prepared-micro-tubes-with-screw-cap-closure-edta/
97,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Mid Range Reader USB,mid-range-reader-usb,LID-575,summary_is_other_product:micro-transponder-with-lancet-for-direct-implantation | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:micro-transponder-with-lancet-for-direct-implantation|pistol-grip-implanter,https://www.kentscientific.com/products/mid-range-reader-usb/
98,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,MiniARCO® Clipper Kit,miniarco-clipper,CL8787-KIT,summary_is_other_product:flat-bottom-rodent-holders | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:flat-bottom-rodent-holders|mouse-handling-tunnels,https://www.kentscientific.com/products/miniarco-clipper/
99,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,"Mobile Cart for Laboratory Equipment, Large",mobile-cart-for-laboratory-equipment-large,MC-02,summary_is_other_product:mobile-cart-for-laboratory-equipment-small | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:4 | legacy_image_url_arrays_present | content_starts_with_other_products:mobile-cart-for-laboratory-equipment-small,https://www.kentscientific.com/products/mobile-cart-for-laboratory-equipment-large/
100,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,"Mobile Cart for Laboratory Equipment, Small",mobile-cart-for-laboratory-equipment-small,MC-01,summary_is_other_product:mobile-cart-for-laboratory-equipment-large | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:4 | legacy_image_url_arrays_present | content_starts_with_other_products:cylinder-bracket|mobile-cart-for-laboratory-equipment-large,https://www.kentscientific.com/products/mobile-cart-for-laboratory-equipment-small/
101,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Mouse Handling Tunnels,mouse-handling-tunnels,MSETUBE-AMB,summary_is_other_product:miniarco-clipper | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:miniarco-clipper|nebulizer-animal-holders,https://www.kentscientific.com/products/mouse-handling-tunnels/
102,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Mouse Paw Pulse Oximeter Sensors,mouse-paw-pulse-oximeter-sensors,MSTAT-SENSOR-MSE,price_or_commerce_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:mousestat-jr|physiosuite|somnosuite,https://www.kentscientific.com/products/mouse-paw-pulse-oximeter-sensors/
103,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Mouse Retractor Set,mouse-retractor-set,SURGI-5001,supplier_support_contamination | no_structured_sections | low_resolution_assets:4 | legacy_image_url_arrays_present,https://www.kentscientific.com/products/mouse-retractor-set/
104,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Mouse Surgical Kit,mouse-surgical-kit,INSMOUSEKIT,summary_is_other_product:mouse-retractor-set | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:mouse-retractor-set|procedure-bowl,https://www.kentscientific.com/products/mouse-surgical-kit/
105,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,MouseSTAT® Jr.,mousestat-jr,MSTAT-JR,supplier_support_contamination | no_structured_sections | low_resolution_assets:8 | legacy_image_url_arrays_present,https://www.kentscientific.com/products/mousestat-jr/
106,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,MouseSTAT® Pulse Oximeter Whole Body Sensor for Mouse Pups,mousestat-pulse-oximeter-whole-body-sensors-for-mouse-pups,SPO2-9MM,no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:mousestat-jr|physiosuite,https://www.kentscientific.com/products/mousestat-pulse-oximeter-whole-body-sensors-for-mouse-pups/
107,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,MouseSTAT® Pulse Oximeter Whole Body Sensors for Rat Pups,mousestat-pulse-oximeter-whole-body-sensors-for-rat-pups,SPO2-5MM,no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:mousestat-jr|physiosuite,https://www.kentscientific.com/products/mousestat-pulse-oximeter-whole-body-sensors-for-rat-pups/
108,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Nebulizer Adapter Kit,nebulizer-adapter-kit,NEB-1301,summary_is_other_product:lung-instillation-nebulizer-delivery-system | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:lung-instillation-nebulizer-delivery-system|nebulizer-animal-holders,https://www.kentscientific.com/products/nebulizer-adapter-kit/
109,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Nebulizer Animal Holders,nebulizer-animal-holders,HLD-NEB-ML,summary_is_other_product:nebulizer-adapter-kit | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:10 | legacy_image_url_arrays_present | content_starts_with_other_products:coda-monitor|nose-cone-animal-holders-with-stand|nebulizer-adapter-kit,https://www.kentscientific.com/products/nebulizer-animal-holders/
110,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Non-Contact Infrared Thermometer with Laser Sight,non-contact-infrared-thermometer-with-laser-sight,CODA-IRT,summary_is_other_product:mousestat-pulse-oximeter-whole-body-sensors-for-mouse-pups | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:mousestat-pulse-oximeter-whole-body-sensors-for-mouse-pups|pulse-oximeter-paw-sensors-mri-compatible,https://www.kentscientific.com/products/non-contact-infrared-thermometer-with-laser-sight/
111,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Oxygen Concentrator,oxygen-concentrator,VETFLO-001,summary_is_other_product:low-profile-anesthesia-masks-for-traditional-vaporizers | price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:5 | legacy_image_url_arrays_present | content_starts_with_other_products:low-profile-anesthesia-masks-for-traditional-vaporizers|low-profile-anesthesia-masks-for-somnosuite,https://www.kentscientific.com/products/oxygen-concentrator/
112,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Oxygen Concentrator Filters,oxygen-concentrator-filters,N/A,summary_is_other_product:vetflo-two-channel-anesthesia-stand | price_or_commerce_contamination | no_structured_sections | low_resolution_assets:4 | legacy_image_url_arrays_present | content_starts_with_other_products:oxygen-concentrator|stereotaxic-adapter-kit|vetflo-two-channel-anesthesia-stand,https://www.kentscientific.com/products/oxygen-concentrator-filters/
113,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,PhysioSuite®,physiosuite,PS-02,price_or_commerce_contamination | supplier_support_contamination | no_structured_sections | low_resolution_assets:6 | legacy_image_url_arrays_present,https://www.kentscientific.com/products/physiosuite/
114,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Pistol Grip Implanter,pistol-grip-implanter,IM-300C,summary_is_other_product:mid-range-reader-usb | no_structured_sections | low_resolution_assets:4 | legacy_image_url_arrays_present | content_starts_with_other_products:mid-range-reader-usb|pocket-reader-with-usb-connection,https://www.kentscientific.com/products/pistol-grip-implanter/
115,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Pocket Reader with USB Connection,pocket-reader-with-usb-connection,LID-573,summary_is_other_product:pistol-grip-implanter | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:pistol-grip-implanter|stamped-ear-tags,https://www.kentscientific.com/products/pocket-reader-with-usb-connection/
116,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Preset Pressure Reducer,preset-pressure-reducer-for-somnosuite,SOMNO-7305,no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:somnoflo|somnosuite,https://www.kentscientific.com/products/preset-pressure-reducer-for-somnosuite/
117,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Procedure Bowl,procedure-bowl,SURGI-5020-3,no_structured_sections | low_resolution_assets:4 | legacy_image_url_arrays_present,https://www.kentscientific.com/products/procedure-bowl/
118,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Pulse Oximeter Paw Sensors MRI Compatible,pulse-oximeter-paw-sensors-mri-compatible,SPO2-5MM-MRI,price_or_commerce_contamination | no_structured_sections | low_resolution_assets:4 | legacy_image_url_arrays_present | content_starts_with_other_products:mousestat-jr|physiosuite,https://www.kentscientific.com/products/pulse-oximeter-paw-sensors-mri-compatible/
119,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Pulse Oximeter Sensor Extension Cable,pulse-oximeter-sensor-extension-cable,CBL-03-EXT-12,summary_is_other_product:pulse-oximeter-paw-sensors-mri-compatible | price_or_commerce_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:pulse-oximeter-paw-sensors-mri-compatible,https://www.kentscientific.com/products/pulse-oximeter-sensor-extension-cable/
120,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Rat Retractor Set,rat-retractor-set,SURGI-5002,supplier_support_contamination | no_structured_sections | low_resolution_assets:4 | legacy_image_url_arrays_present,https://www.kentscientific.com/products/rat-retractor-set/
121,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Rat Surgical Kit,rat-surgical-kit,INSRATKIT,summary_is_other_product:rat-retractor-set | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:rat-retractor-set|reflex-clip-applier,https://www.kentscientific.com/products/rat-surgical-kit/
122,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Rectal Probe for Mice,rectal-probe-for-mice,RET-3,supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:rectal-probe-for-rats,https://www.kentscientific.com/products/rectal-probe-for-mice/
123,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Rectal Probe for Rats,rectal-probe-for-rats,RET-2,summary_is_other_product:rectal-probe-for-mice | supplier_support_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:rectal-probe-for-mice|righttemp|righttemp-sensor-for-animal-or-warming-pad,https://www.kentscientific.com/products/rectal-probe-for-rats/
124,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Reflex Clip Applier,reflex-clip-applier,INS750343,summary_is_other_product:rat-surgical-kit | price_or_commerce_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:rat-surgical-kit|reflex-clips-7-mm,https://www.kentscientific.com/products/reflex-clip-applier/
125,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Reflex Clips 7 mm,reflex-clips-7-mm,INS750344,summary_is_other_product:reflex-clip-applier | price_or_commerce_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:reflex-clip-applier|reflex-clips-9-mm,https://www.kentscientific.com/products/reflex-clips-7-mm/
126,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Reflex Clips 9 mm,reflex-clips-9-mm,INS750346,summary_is_other_product:reflex-clips-7-mm | price_or_commerce_contamination | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:reflex-clips-7-mm|removing-forceps,https://www.kentscientific.com/products/reflex-clips-9-mm/
127,NEEDS_FIX,CONFIRMED_LOCAL_CANONICAL_DEFECT,Removing Forceps,removing-forceps,INS750347,summary_is_other_product:reflex-clips-9-mm | no_structured_sections | low_resolution_assets:3 | legacy_image_url_arrays_present | content_starts_with_other_products:reflex-clips-9-mm|replacement-glass-beads,https://www.kentscientific.com/products/removing-forceps/
