index,status,title,slug,sku,verificationStatus,managedImageCount,legacyImageUrlCount,managedImageUrls,legacyImageUrls,sourceUrl
1,MANAGED_MULTI_REVIEW,2-Accessory Connector,somnosuite-y-adapter,10-4500-09,UNVERIFIED,6,7,https://cdn.sanity.io/images/9b5twpc8/production/d2fc850b1d5739d56ad9a82d0ea2a9ce1392fd1e-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/79fe746515305d8f1c54663267ed2260fef41214-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/9956849d5fa400fdd4986f04ee460b754d06ff19-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/1f174ea66eea81b5fe12de9aa58bf32c586a6ed8-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/66f5b5f2537cc7b597734daf52ad074237d68348-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/c7e7cef91703ad046c96e2feaf3825eb508c34ec-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/d2fc850b1d5739d56ad9a82d0ea2a9ce1392fd1e-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/79fe746515305d8f1c54663267ed2260fef41214-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/9956849d5fa400fdd4986f04ee460b754d06ff19-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/1f174ea66eea81b5fe12de9aa58bf32c586a6ed8-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/66f5b5f2537cc7b597734daf52ad074237d68348-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/c7e7cef91703ad046c96e2feaf3825eb508c34ec-100x100.png | https://www.kentscientific.com/wp-content/uploads/2025/09/SOMNO-0602_10-4500_4_5-600x600.png,https://www.kentscientific.com/products/somnosuite-y-adapter/
2,MANAGED_MULTI_REVIEW,3 Accessory Connector,3-accessory-connector,10-1000-185,UNVERIFIED,4,1,https://cdn.sanity.io/images/9b5twpc8/production/5df29c5a2343df2555c8b249d66085c351b586e1-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/2396abcd4e8e3c2a5dfe46c00c2f096224a076f3-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/4e2868249f4dd42b7ed3ae6b4ef8f097b4f64cde-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/56e01a83cb614dfcde6e61aeb241ada4d8fd89a0-100x100.png,https://www.kentscientific.com/wp-content/uploads/2025/09/CBL-ANAOUT-MINI_4_5.png,https://www.kentscientific.com/products/3-accessory-connector/
3,MANAGED_MULTI_REVIEW,AC Adapters and Power Cords,ac-adapters-and-power-cords,10-1000-32,UNVERIFIED,4,3,https://cdn.sanity.io/images/9b5twpc8/production/cbd57f22a5e2f103b478383a29230d5077467a91-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/56e01a83cb614dfcde6e61aeb241ada4d8fd89a0-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/2396abcd4e8e3c2a5dfe46c00c2f096224a076f3-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/63aed9fb2b603b01f99b2b6d0f19f4a1d2324d68-100x100.png,https://www.kentscientific.com/wp-content/uploads/2025/09/10-1000-32_silo.png | https://www.kentscientific.com/wp-content/uploads/2025/09/10-1000-35_silo.png | https://www.kentscientific.com/wp-content/uploads/2025/09/PWRCRD-US_silo.png,https://www.kentscientific.com/products/ac-adapters-and-power-cords/
4,MANAGED_MULTI_REVIEW,Accuris™ Mini Balances,accuris-mini-balances,SCL-W1005-100,UNVERIFIED,3,2,https://cdn.sanity.io/images/9b5twpc8/production/cd4caa893ccef63e4ffffd018edd982ce058a7a2-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/e721c9e1bbac53a82037651e189993365625f1b5-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/b7e21572688035011abf1f861ac0787460a91833-100x100.png,https://www.kentscientific.com/wp-content/uploads/2025/09/W4000-2.png | https://www.kentscientific.com/wp-content/uploads/2025/09/SCL-W1005-100-2.png,https://www.kentscientific.com/products/accuris-mini-balances/
5,MANAGED_MULTI_REVIEW,Acrylic Brain Matrices,acrylic-brain-matrices,RBMA-200C,UNVERIFIED,6,1,https://cdn.sanity.io/images/9b5twpc8/production/a721c5b3b6d81d80286ca2bb75158bd73734ac51-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/712729ee63dc21afe09ec9dcf202f9e4f30ccbcd-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/5df0b5b9b2ba5c640bd631067d680d5c1c739a10-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/40e628f0f2b80c301460982e01cf5838e74a9673-300x207.jpg | https://cdn.sanity.io/images/9b5twpc8/production/a0f7df053aba73eb6c27fd78613cba647c008e08-300x207.jpg | https://cdn.sanity.io/images/9b5twpc8/production/f39c611921cbfd29e957ce5661ae9bd6f0828aed-168x142.jpg,https://www.kentscientific.com/wp-content/uploads/2025/09/BRAIN_MATRIX_ACR_ANGLE_silo.png,https://www.kentscientific.com/products/acrylic-brain-matrices/
6,MANAGED_MULTI_REVIEW,Activated Charcoal Absorption Filters,activated-charcoal-absorption-filters-1,10-2001-8,UNVERIFIED,6,2,https://cdn.sanity.io/images/9b5twpc8/production/322751785dcf6a2fbdca347667d01459849dbee0-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/49c3317f6f6c096ebfc9961ced645149d7a8ac02-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/63aed9fb2b603b01f99b2b6d0f19f4a1d2324d68-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/cc8fab9871bb521d593934595de2cf65255ce8b2-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/56e01a83cb614dfcde6e61aeb241ada4d8fd89a0-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/001b68a75b33afd01ae48abfe74058e2705ceaa4-100x100.png,https://www.kentscientific.com/wp-content/uploads/2025/09/SOMNO-2001-8_silo.png | https://www.kentscientific.com/wp-content/uploads/2025/09/SOMNO-2001H_ANG_silo.png,https://www.kentscientific.com/products/activated-charcoal-absorption-filters-1/
7,MANAGED_MULTI_REVIEW,Aeroneb® Lab Control Module,aeroneb-lab-control-module,NEB-7000,UNVERIFIED,5,1,https://cdn.sanity.io/images/9b5twpc8/production/ed52dc8917140deef9d278dfb0cd2345393d83be-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/a00c6ea116e391c4f9df7231fe013446e7b5ed99-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/6a2c047f542e7f39870cbe5ce4e284da4217b581-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/1bae060bf9fe2c40e367ea65efd1874a73846ef2-200x193.jpg | https://cdn.sanity.io/images/9b5twpc8/production/c15ce582d823ca9b2a94fc75ea66021cd8f144f0-200x191.jpg,https://www.kentscientific.com/wp-content/uploads/2025/09/Aeroneb-Lab.png,https://www.kentscientific.com/products/aeroneb-lab-control-module/
8,MANAGED_MULTI_REVIEW,Aeroneb® Lab Control Module Kit,aeroneb-lab-control-module-kit,NEB-7000SM,UNVERIFIED,4,1,https://cdn.sanity.io/images/9b5twpc8/production/7d8e83aae52313f1bc43558ef5395d139bc5a09f-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/227897f494ec9ad728c324cb0ca8ddb86c315e63-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/e344fffc2ee1cb9033a285e90112077683e076be-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/437a1bd79fd4cc9b5bcdc03853d178fd2758145b-100x100.png,https://www.kentscientific.com/wp-content/uploads/2025/09/NEB-7000SM-1.png,https://www.kentscientific.com/products/aeroneb-lab-control-module-kit/
9,MANAGED_MULTI_REVIEW,Aeroneb® Lab Nebulizer,aeroneb-lab-nebulizer-unit,NEB-1000,UNVERIFIED,4,2,https://cdn.sanity.io/images/9b5twpc8/production/1d30c2926aa03f676ced3e3844bb51ddbb2827aa-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/6a2c047f542e7f39870cbe5ce4e284da4217b581-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/a00c6ea116e391c4f9df7231fe013446e7b5ed99-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/4fda6ee4f67b57dc88cfaa2d7d59e672de5fd2b9-100x100.png,https://www.kentscientific.com/wp-content/uploads/2025/09/neb-1100-1.png | https://www.kentscientific.com/wp-content/uploads/2025/09/OCC-L_cuff_only-1.png,https://www.kentscientific.com/products/aeroneb-lab-nebulizer-unit/
10,MANAGED_MULTI_REVIEW,Analog Output Cable,analog-output-cable,CBL-ANAOUT-MINI,UNVERIFIED,4,1,https://cdn.sanity.io/images/9b5twpc8/production/571dc7fad45d88df694612a42833adf0c6e29419-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/43eef70cd96e9bfc895d061d61dac7bfe08c7974-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/9779765080e1d8811fb7e021237fb5149894e163-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/48e24f4b27b41f64b2399b87fba003bf7e3fee23-100x100.png,https://www.kentscientific.com/wp-content/uploads/2025/09/CBL-ANAOUT-MINI_4_5-1.png,https://www.kentscientific.com/products/analog-output-cable/
11,MANAGED_MULTI_REVIEW,Anesthesia Mask Nebulizer Delivery System,anesthesia-mask-nebulizer-delivery-system,NEB-0801,UNVERIFIED,6,2,https://cdn.sanity.io/images/9b5twpc8/production/ab2b6af813928ba3012ee098734b688c88b20d9b-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/061d006bde4dd17bbc207f7d4d58bb13ea87d737-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/4fda6ee4f67b57dc88cfaa2d7d59e672de5fd2b9-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/50d87bbd446086bc59d8c4f80802d257cc39ab90-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/6a2c047f542e7f39870cbe5ce4e284da4217b581-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/e9e4e4702b1ab39e73ef150683a3e598cad454a1-100x100.png,https://www.kentscientific.com/wp-content/uploads/2025/09/NEB-0801-1.png | https://www.kentscientific.com/wp-content/uploads/2025/09/Low_Profile_4_sizes__2.png,https://www.kentscientific.com/products/anesthesia-mask-nebulizer-delivery-system/
12,MANAGED_MULTI_REVIEW,Anesthesia Mask Tubing Kits for Intubation,anesthesia-mask-tubing-kits-for-intubation,N/A,UNVERIFIED,4,5,https://cdn.sanity.io/images/9b5twpc8/production/72bd67d75e72127592f3c36f8d2fc27d2b614907-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/9a5e47aade454004fda556f6e20698dc61fc0e8a-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/2396abcd4e8e3c2a5dfe46c00c2f096224a076f3-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/9e8edd9ab582b8aca5648aa5959c8bbfc759c291-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/72bd67d75e72127592f3c36f8d2fc27d2b614907-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/9a5e47aade454004fda556f6e20698dc61fc0e8a-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/2396abcd4e8e3c2a5dfe46c00c2f096224a076f3-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/9e8edd9ab582b8aca5648aa5959c8bbfc759c291-100x100.png | https://www.kentscientific.com/wp-content/uploads/2025/09/ETI-MSE-03_4_5-1-600x600.png,https://www.kentscientific.com/products/anesthesia-mask-tubing-kits-for-intubation/
13,MANAGED_MULTI_REVIEW,Anesthesia Masks Breathing Circuits for SomnoSuite®,anesthesia-masks-breathing-circuits-for-somnosuite,SOMNO-0304,UNVERIFIED,4,8,https://cdn.sanity.io/images/9b5twpc8/production/8587bb09b9fe3fbf8fcdf542f63616ad8175c287-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/001b68a75b33afd01ae48abfe74058e2705ceaa4-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/63aed9fb2b603b01f99b2b6d0f19f4a1d2324d68-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/3d00498005a82c1847b3b86cdcb000cb46b3af26-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/8587bb09b9fe3fbf8fcdf542f63616ad8175c287-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/001b68a75b33afd01ae48abfe74058e2705ceaa4-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/63aed9fb2b603b01f99b2b6d0f19f4a1d2324d68-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/3d00498005a82c1847b3b86cdcb000cb46b3af26-100x100.png | https://www.kentscientific.com/wp-content/uploads/2025/09/SOMNO-0304_copy-600x600.png | https://www.kentscientific.com/wp-content/uploads/2025/09/SOMNO-0305_copy-600x600.png | https://www.kentscientific.com/wp-content/uploads/2025/09/SOMNO-0306_copy-600x600.png | https://www.kentscientific.com/wp-content/uploads/2025/09/SOMNO-0306_copy-1-600x600.png,https://www.kentscientific.com/products/anesthesia-masks-breathing-circuits-for-somnosuite/
14,MANAGED_MULTI_REVIEW,Anesthesia Masks Breathing Circuits for Traditional Vaporizers,anesthesia-masks-breathing-circuits-for-traditional-vaporizers,VETFLO-0304,UNVERIFIED,4,9,https://cdn.sanity.io/images/9b5twpc8/production/a03e2b5cef57aaf12ef4904f509506f52b2c5f46-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/3d00498005a82c1847b3b86cdcb000cb46b3af26-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/001b68a75b33afd01ae48abfe74058e2705ceaa4-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/cdc62a90a6995cc5e45c01e4a4cd668bbecbf84c-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/a03e2b5cef57aaf12ef4904f509506f52b2c5f46-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/3d00498005a82c1847b3b86cdcb000cb46b3af26-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/001b68a75b33afd01ae48abfe74058e2705ceaa4-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/cdc62a90a6995cc5e45c01e4a4cd668bbecbf84c-100x100.png | https://www.kentscientific.com/wp-content/uploads/2025/09/VETFLO-0304_copy-600x600.png | https://www.kentscientific.com/wp-content/uploads/2025/09/VETFLO-0305_copy-600x600.png | https://www.kentscientific.com/wp-content/uploads/2025/09/VETFLO-0306_copy-600x600.png | https://www.kentscientific.com/wp-content/uploads/2025/09/VETFLO-0307_copy-600x600.png | https://www.kentscientific.com/wp-content/uploads/2025/09/VETFLO-0308_copy-600x600.png,https://www.kentscientific.com/products/anesthesia-masks-breathing-circuits-for-traditional-vaporizers/
15,MANAGED_MULTI_REVIEW,Anesthetic Depth Indicator,anesthetic-depth-indicator,ANEST-IND,UNVERIFIED,4,4,https://cdn.sanity.io/images/9b5twpc8/production/fcf31ed961e11bc08fd8e6f09e8f28aec955449d-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/cdc62a90a6995cc5e45c01e4a4cd668bbecbf84c-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/3d00498005a82c1847b3b86cdcb000cb46b3af26-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/47ae432ae2c64f50025e85e53bfd972fe5cfd76d-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/fcf31ed961e11bc08fd8e6f09e8f28aec955449d-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/cdc62a90a6995cc5e45c01e4a4cd668bbecbf84c-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/3d00498005a82c1847b3b86cdcb000cb46b3af26-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/47ae432ae2c64f50025e85e53bfd972fe5cfd76d-100x100.png,https://www.kentscientific.com/products/anesthetic-depth-indicator/
16,MANAGED_MULTI_REVIEW,Angled 5 Tweezer Kit,angled-5-tweezer-kit,INS750-KIT,UNVERIFIED,3,3,https://cdn.sanity.io/images/9b5twpc8/production/260be2163d057252d1039afcf5b36bec6a88871b-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/c10a29b983310302969ac4a2da0e0ed2b399db93-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/a48b64a70a1206be9218eb3a2380bc434fd38509-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/260be2163d057252d1039afcf5b36bec6a88871b-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/c10a29b983310302969ac4a2da0e0ed2b399db93-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/a48b64a70a1206be9218eb3a2380bc434fd38509-100x100.png,https://www.kentscientific.com/products/angled-5-tweezer-kit/
17,MANAGED_MULTI_REVIEW,Animal Chamber Nebulizer Delivery System,chamber-nebulizer-delivery-system,NEB-0530LG,UNVERIFIED,4,5,https://cdn.sanity.io/images/9b5twpc8/production/029fe73eae7aa3c0b75aface0d4490c74900f986-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/e9e4e4702b1ab39e73ef150683a3e598cad454a1-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/4fda6ee4f67b57dc88cfaa2d7d59e672de5fd2b9-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/f788c5cfc13a2c21c1ba5b6362bb05e789e2e395-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/029fe73eae7aa3c0b75aface0d4490c74900f986-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/e9e4e4702b1ab39e73ef150683a3e598cad454a1-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/4fda6ee4f67b57dc88cfaa2d7d59e672de5fd2b9-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/f788c5cfc13a2c21c1ba5b6362bb05e789e2e395-100x100.png | https://www.kentscientific.com/wp-content/uploads/2025/09/NEB-0705-600x600.png,https://www.kentscientific.com/products/chamber-nebulizer-delivery-system/
18,MANAGED_MULTI_REVIEW,Animal Holder Nebulizer Delivery System,nose-cone-nebulizer-delivery-system,NEB-MS,UNVERIFIED,5,6,https://cdn.sanity.io/images/9b5twpc8/production/d4f736a48de50081a5d3ad34e4951f8b3baf05ff-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/3031ac81c7ff714ebe85ef59ff3373ede813e900-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/437a1bd79fd4cc9b5bcdc03853d178fd2758145b-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/6555665888dc95204e95ff3d497d264af237c8eb-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/227897f494ec9ad728c324cb0ca8ddb86c315e63-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/d4f736a48de50081a5d3ad34e4951f8b3baf05ff-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/3031ac81c7ff714ebe85ef59ff3373ede813e900-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/437a1bd79fd4cc9b5bcdc03853d178fd2758145b-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/6555665888dc95204e95ff3d497d264af237c8eb-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/227897f494ec9ad728c324cb0ca8ddb86c315e63-100x100.png | https://www.kentscientific.com/wp-content/uploads/2025/09/NEB-MM_All_Items-2-1-600x600.png,https://www.kentscientific.com/products/nose-cone-nebulizer-delivery-system/
19,MANAGED_MULTI_REVIEW,Animal Weighing Scale,animal-weighing-scale,SCL-4000,UNVERIFIED,4,4,https://cdn.sanity.io/images/9b5twpc8/production/a2d0fe572fb06e082f291d5946f583ef1c7fcd90-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/b7e21572688035011abf1f861ac0787460a91833-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/e721c9e1bbac53a82037651e189993365625f1b5-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/ad0bb8024a82ccb2a91874db723a54cec17fa8cc-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/a2d0fe572fb06e082f291d5946f583ef1c7fcd90-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/b7e21572688035011abf1f861ac0787460a91833-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/e721c9e1bbac53a82037651e189993365625f1b5-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/ad0bb8024a82ccb2a91874db723a54cec17fa8cc-100x100.png,https://www.kentscientific.com/products/animal-weighing-scale/
20,MANAGED_MULTI_REVIEW,AniPill,anipill,,UNVERIFIED,3,3,https://cdn.sanity.io/images/9b5twpc8/production/404aaa5afafd98663f0e57443735c5fb22a30b35-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/041011e9737a91a5ce43195141212d7a61de7f77-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/99cabfa7b1566d7e2fcc4091960f1972131b3b01-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/404aaa5afafd98663f0e57443735c5fb22a30b35-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/041011e9737a91a5ce43195141212d7a61de7f77-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/99cabfa7b1566d7e2fcc4091960f1972131b3b01-100x100.png,https://www.kentscientific.com/products/anipill/
21,MANAGED_MULTI_REVIEW,Anti-Spill Device for Funnel Filled Vaporizers,anti-spill-device-for-funnel-filled-vaporizers,VETFLO-7105,UNVERIFIED,4,5,https://cdn.sanity.io/images/9b5twpc8/production/5f9eb8e22342fd60acf0704f8b47d8f8c2460f7f-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/47ae432ae2c64f50025e85e53bfd972fe5cfd76d-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/cdc62a90a6995cc5e45c01e4a4cd668bbecbf84c-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/cc8fab9871bb521d593934595de2cf65255ce8b2-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/5f9eb8e22342fd60acf0704f8b47d8f8c2460f7f-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/47ae432ae2c64f50025e85e53bfd972fe5cfd76d-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/cdc62a90a6995cc5e45c01e4a4cd668bbecbf84c-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/cc8fab9871bb521d593934595de2cf65255ce8b2-100x100.png | https://www.kentscientific.com/wp-content/uploads/2025/09/VetFlo-7105_7106_Blue-600x600.png,https://www.kentscientific.com/products/anti-spill-device-for-funnel-filled-vaporizers/
22,MANAGED_MULTI_REVIEW,"Anti-Spill, Anti-Vapor Bottle Top Adapter",somnosuite-anti-spill-anti-vapor-bottle-top-adapter,SOMNO-FILL-SEVO,UNVERIFIED,6,7,https://cdn.sanity.io/images/9b5twpc8/production/2c685265eb874ed930f944b441e2e302e6f275c3-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/9d067db3472119b4f5f1c06cdf155ef1249eff68-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/73c25f8b49e9f9e4ffbe9ad247b5fd5d453b864a-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/06faa698fce0de8f03cf3260bbf7ea40ddbfc6e4-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/7aebc56fabb64f58e6c51717e005dcd46c2a534f-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/66f5b5f2537cc7b597734daf52ad074237d68348-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/2c685265eb874ed930f944b441e2e302e6f275c3-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/9d067db3472119b4f5f1c06cdf155ef1249eff68-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/73c25f8b49e9f9e4ffbe9ad247b5fd5d453b864a-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/06faa698fce0de8f03cf3260bbf7ea40ddbfc6e4-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/7aebc56fabb64f58e6c51717e005dcd46c2a534f-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/66f5b5f2537cc7b597734daf52ad074237d68348-100x100.png | https://www.kentscientific.com/wp-content/uploads/2025/09/SOMNO-Fill-Iso_4_5_copy-600x600.png,https://www.kentscientific.com/products/somnosuite-anti-spill-anti-vapor-bottle-top-adapter/
23,MANAGED_MULTI_REVIEW,ARCO® SE Kit,arco-se,CL8786-KIT,UNVERIFIED,4,4,https://cdn.sanity.io/images/9b5twpc8/production/a5d785258261bb7414ef0039251c549f3f9249fe-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/ad0bb8024a82ccb2a91874db723a54cec17fa8cc-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/b7e21572688035011abf1f861ac0787460a91833-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/9e48b3a1814331a3c7cd199f6c58b3a6c30ec389-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/a5d785258261bb7414ef0039251c549f3f9249fe-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/ad0bb8024a82ccb2a91874db723a54cec17fa8cc-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/b7e21572688035011abf1f861ac0787460a91833-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/9e48b3a1814331a3c7cd199f6c58b3a6c30ec389-100x100.png,https://www.kentscientific.com/products/arco-se/
24,MANAGED_MULTI_REVIEW,Autoclip Applier,autoclip-applier,INS750545,UNVERIFIED,4,4,https://cdn.sanity.io/images/9b5twpc8/production/ef6e3ba1ba2474d83725603599e28f4dbebf828b-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/a48b64a70a1206be9218eb3a2380bc434fd38509-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/c10a29b983310302969ac4a2da0e0ed2b399db93-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/3568ca5eb5a6e42f54c2efbc902eadaf67090fc0-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/ef6e3ba1ba2474d83725603599e28f4dbebf828b-700x700.png | https://cdn.sanity.io/images/9b5twpc8/production/a48b64a70a1206be9218eb3a2380bc434fd38509-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/c10a29b983310302969ac4a2da0e0ed2b399db93-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/3568ca5eb5a6e42f54c2efbc902eadaf67090fc0-100x100.png,https://www.kentscientific.com/products/autoclip-applier/
25,MANAGED_MULTI_REVIEW,Autoclips 9 mm,autoclips-9-mm,INS750546,UNVERIFIED,3,3,https://cdn.sanity.io/images/9b5twpc8/production/3568ca5eb5a6e42f54c2efbc902eadaf67090fc0-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/a48b64a70a1206be9218eb3a2380bc434fd38509-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/a2075e2e5a92248984cba05d4894f7b8b2d7dfcb-100x100.png,https://cdn.sanity.io/images/9b5twpc8/production/3568ca5eb5a6e42f54c2efbc902eadaf67090fc0-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/a48b64a70a1206be9218eb3a2380bc434fd38509-100x100.png | https://cdn.sanity.io/images/9b5twpc8/production/a2075e2e5a92248984cba05d4894f7b8b2d7dfcb-100x100.png,https://www.kentscientific.com/products/autoclips-9-mm/
