index,sanityId,title,slug,sku,sourceUrl,categoryPath,productType,isActive,recordType,verificationStatus,galleryAssetCount,galleryImageUrlCount,rawImageUrlCount,sectionCount,variantCount,optionGroupCount,officialTitle,officialSubtitle,officialSku,officialSourceUrl,officialGalleryCount,officialSectionCount,verifiedAt,notes
157,product-kent-c4da3cf326425bbc,Supercut Iris Scissors Straight 12.5 cm Long,supercut-iris-scissors-straight-125-cm-long,INS600225-2,https://www.kentscientific.com/products/supercut-iris-scissors-straight-125-cm-long/,surgery > surgical-instruments > laboratory-scissors,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
158,product-kent-5b0190ec7b5e426d,Surgical Magnifier Glasses,surgical-magnifier-glasses,SL-001,https://www.kentscientific.com/products/surgical-magnifier-glasses/,surgery > surgical-accessories,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
159,prod_kent__tube-rodent-holders,Tube Rodent Holders,tube-rodent-holders,RSTR551,https://www.kentscientific.com/products/tube-rodent-holders/,animal-holders,variant,true,PRODUCT,UNVERIFIED,3,0,3,0,6,1,,,,,,,,
160,product-kent-e8506890cca85f10,Tweezer #5 0.06 mm Tips,tweezer-5-006-mm-tips,INS600098-2,https://www.kentscientific.com/products/tweezer-5-006-mm-tips/,surgery > surgical-instruments > surgical-tweezers,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
161,product-kent-24e2047bd7d3b41b,Tweezer 5 0.01 mm Tips,tweezer-5-001-mm-tips,INS600095-2,https://www.kentscientific.com/products/tweezer-5-001-mm-tips/,surgery > surgical-instruments > surgical-tweezers,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
162,product-kent-c24b41893f465375,Tweezer 5 0.025 mm Tips,tweezer-5-0025-mm-tips,INS750085-A,https://www.kentscientific.com/products/tweezer-5-0025-mm-tips/,surgery > surgical-instruments > surgical-tweezers,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
163,product-kent-44bab558988f718a,Tweezer 5 0.06 mm Tips Curved,tweezer-5-006-mm-tips-curved,INS750232-2,https://www.kentscientific.com/products/tweezer-5-006-mm-tips-curved/,surgery > surgical-instruments > surgical-tweezers,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
164,product-kent-868c1fb3df44560c,Tweezer 5B 0.01 mm Tips 45 Angle,tweezer-5b-001-mm-tips-45-angle,INS750234,https://www.kentscientific.com/products/tweezer-5b-001-mm-tips-45-angle/,surgery > surgical-instruments > surgical-tweezers,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
165,prod_kent__type-jkt-thermocouple-meter,Type JKT Thermocouple Meter,type-jkt-thermocouple-meter,WD-20250-91,https://www.kentscientific.com/products/type-jkt-thermocouple-meter/,physiological-monitoring > physiological-monitoring-accessories > temperature,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
166,prod_kent__vaporizer-for-isoflurane-funnel-filled,Vaporizer for Isoflurane Funnel Filled,vaporizer-for-isoflurane-funnel-filled,VETFLO-1231,https://www.kentscientific.com/products/vaporizer-for-isoflurane-funnel-filled/,anesthesia > anesthesia-accessories,variant,true,PRODUCT,UNVERIFIED,4,0,4,0,2,1,,,,,,,,
167,prod_kent__vaporizer-for-isoflurane-key-filled,Vaporizer for Isoflurane Key Filled,vaporizer-for-isoflurane-key-filled,VETFLO-1231K,https://www.kentscientific.com/products/vaporizer-for-isoflurane-key-filled/,anesthesia > anesthesia-accessories,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
168,prod_kent__vaporizer-for-sevoflurane-key-filled,Vaporizer for Sevoflurane Key Filled,vaporizer-for-sevoflurane-key-filled,VETFLO-1235K,https://www.kentscientific.com/products/vaporizer-for-sevoflurane-key-filled/,anesthesia > anesthesia-accessories,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
169,product-kent-3e68ba8371cae1f7,Vessel Cannulation Kit,mouse-and-rat-vessel-cannulation-kit,INSVCKIT,https://www.kentscientific.com/products/mouse-and-rat-vessel-cannulation-kit/,surgery > surgical-instruments > surgical-instrument-kits,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
170,product-kent-2ef205180378cfd5,VetFlo™ Four Channel Anesthesia Stand,vetflo-four-channel-anesthesia-stand,VETFLO-1220,https://www.kentscientific.com/products/vetflo-four-channel-anesthesia-stand/,anesthesia > anesthesia-accessories,simple,true,PRODUCT,UNVERIFIED,8,0,8,0,0,0,,,,,,,,
171,product-kent-d9b8c268210188d9,VetFlo™ Single Channel Anesthesia Stand,vetflo-single-channel-anesthesia-stand,VETFLO-1205,https://www.kentscientific.com/products/vetflo-single-channel-anesthesia-stand/,anesthesia > anesthesia-accessories,variant,true,PRODUCT,UNVERIFIED,8,0,8,0,2,1,,,,,,,,
172,product-kent-e86d3e23a0cc333c,VetFlo™ Six Channel Anesthesia Stand,vetflo-six-channel-anesthesia-stand,VETFLO-1225,https://www.kentscientific.com/products/vetflo-six-channel-anesthesia-stand/,anesthesia > anesthesia-accessories,simple,true,PRODUCT,UNVERIFIED,8,0,8,0,0,0,,,,,,,,
173,product-kent-2206a8349f52f86b,VetFlo™ Two Channel Anesthesia Stand,vetflo-two-channel-anesthesia-stand,VETFLO-1215,https://www.kentscientific.com/products/vetflo-two-channel-anesthesia-stand/,anesthesia > anesthesia-accessories,simple,true,PRODUCT,UNVERIFIED,8,0,8,0,0,0,,,,,,,,
174,prod_kent__vaporizer-with-vetflo-single-channel-anesthesia-stand,VetFlo™ Vaporizer,vaporizer-with-vetflo-single-channel-anesthesia-stand,N/A,https://www.kentscientific.com/products/vaporizer-with-vetflo-single-channel-anesthesia-stand/,anesthesia,variant,true,PRODUCT,UNVERIFIED,13,0,13,0,8,1,,,,,,,,
175,product-kent-b08b5f0554c791af,Wahl® BravMini+ Professional Cordless Clipper Kit,bravmini-professional-cordless-trimmer-kit,CL7300-KIT,https://www.kentscientific.com/products/bravmini-professional-cordless-trimmer-kit/,clippers,simple,true,PRODUCT,UNVERIFIED,4,0,4,0,0,0,,,,,,,,
176,product-kent-94700791e7bdc998,Warranty – CODA® High Throughput System – Extended,warranty-coda-high-throughput-system-extended,CODA-HT-XWTY,https://www.kentscientific.com/products/warranty-coda-high-throughput-system-extended/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
177,prod_kent__warranty-coda-high-throughput-system-premium,Warranty – CODA® High Throughput System – Premium,warranty-coda-high-throughput-system-premium,CODA-HT-PWTY,https://www.kentscientific.com/products/warranty-coda-high-throughput-system-premium/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
178,product-kent-746c5663892fbbd8,Warranty – CODA® Monitor – Extended,warranty-coda-monitor-extended,CODA-MNTR-XWTY,https://www.kentscientific.com/products/warranty-coda-monitor-extended/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
179,prod_kent__warranty-coda-monitor-premium,Warranty – CODA® Monitor – Premium,warranty-coda-monitor-premium,CODA-MNTR-PWTY,https://www.kentscientific.com/products/warranty-coda-monitor-premium/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
180,product-kent-6915b91883a5cb3c,Warranty – PhysioSuite® with 1 module – Extended,warranty-physiosuite-with-1-module-extended,PS-XWTY-1,https://www.kentscientific.com/products/warranty-physiosuite-with-1-module-extended/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
181,product-kent-84b2c0b8767cc0ce,Warranty – PhysioSuite® with 1 module – Premium,warranty-physiosuite-with-1-module-premium,PS-PWTY-1,https://www.kentscientific.com/products/warranty-physiosuite-with-1-module-premium/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
182,product-kent-ed54c7b39d0e3f81,Warranty – PhysioSuite® – Extended,warranty-physiosuite-extended,PS-XWTY,https://www.kentscientific.com/products/warranty-physiosuite-extended/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
183,prod_kent__warranty-rovent-extended,Warranty – RoVent® – Extended,warranty-rovent-extended,RV-XWTY,https://www.kentscientific.com/products/warranty-rovent-extended/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
184,prod_kent__warranty-rovent-premium,Warranty – RoVent® – Premium,warranty-rovent-premium,RV-PWTY,https://www.kentscientific.com/products/warranty-rovent-premium/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,3,0,3,0,0,0,,,,,,,,
185,prod_kent__warranty-skinscanner-extended,Warranty – SkinScanner – Extended,warranty-skinscanner-extended,SKINSCANNER-XWTY,https://www.kentscientific.com/products/warranty-skinscanner-extended/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
186,prod_kent__warranty-somnoflo-extended,Warranty – SomnoFlo® – Extended,warranty-somnoflo-extended,SF-XWTY,https://www.kentscientific.com/products/warranty-somnoflo-extended/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
187,prod_kent__warranty-somnoflo-premium,Warranty – SomnoFlo® – Premium,warranty-somnoflo-premium,SF-PWTY,https://www.kentscientific.com/products/warranty-somnoflo-premium/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
188,product-kent-6d2441fcc35b84f5,Warranty – SomnoSuite® with 1 module – Extended,warranty-somnosuite-with-1-module-extended,SS-XWTY-1,https://www.kentscientific.com/products/warranty-somnosuite-with-1-module-extended/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
189,product-kent-f5ae8582c21276d4,Warranty – SomnoSuite® with 1 module – Premium,warranty-somnosuite-with-1-module-premium,SS-PWTY-1,https://www.kentscientific.com/products/warranty-somnosuite-with-1-module-premium/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
190,prod_kent__warranty-somnosuite-with-2-modules-extended,Warranty – SomnoSuite® with 2 modules – Extended,warranty-somnosuite-with-2-modules-extended,SS-XWTY-2,https://www.kentscientific.com/products/warranty-somnosuite-with-2-modules-extended/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
191,product-kent-d6390f88299af217,Warranty – SomnoSuite® with 2 modules – Premium,warranty-somnosuite-with-2-modules-premium,SS-PWTY-2,https://www.kentscientific.com/products/warranty-somnosuite-with-2-modules-premium/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,3,0,3,0,0,0,,,,,,,,
192,prod_kent__warranty-somnosuite-extended,Warranty – SomnoSuite® – Extended,warranty-somnosuite-extended,SS-XWTY,https://www.kentscientific.com/products/warranty-somnosuite-extended/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
193,prod_kent__warranty-somnosuite-premium,Warranty – SomnoSuite® – Premium,warranty-somnosuite-premium,SS-PWTY,https://www.kentscientific.com/products/warranty-somnosuite-premium/,warranty,simple,true,EXCLUDE_WARRANTY,EXCLUDE,4,0,4,0,0,0,,,,,,,,
194,prod_kent__disposable-warming-pads,Water Recirculating Warming Pads,disposable-warming-pads,TPZ-814EA,https://www.kentscientific.com/products/disposable-warming-pads/,warming,simple,true,PRODUCT,UNVERIFIED,6,0,6,0,0,0,,,,,,,,
